from_object,from_output_column,input_object,parameter
dbo.AddEventToCaseProperties,CaseID,dbo.DeleteCase,@CaseID
dbo.AddEventToCaseProperties,CaseID,dbo.InsertCase,@CaseID
dbo.AddEventToCaseProperties,CaseID,dbo.InsertCaseProperties,@CaseID
dbo.AddEventToCaseProperties,CaseID,dbo.UpdateCaseFromEvents,@CaseID
dbo.AdjacencyMatrix,EventA,dbo.ModelDrillThrough,@EventA
dbo.AdjacencyMatrix,EventA,dbo.SegmentComparison,@EventA
dbo.AdjacencyMatrix,EventA,dbo.sp_ModelDrillThrough,@EventA
dbo.AdjacencyMatrix,EventB,dbo.ModelDrillThrough,@EventB
dbo.AdjacencyMatrix,EventB,dbo.SegmentComparison,@EventB
dbo.AdjacencyMatrix,EventB,dbo.sp_ModelDrillThrough,@EventB
dbo.BayesianProbability2,SessionID,dbo.sp_AdjacencyMatrix,@SessionID
dbo.BayesianRelationships_Full,GroupType,dbo.BayesianProbability,@GroupType
dbo.BayesianRelationships_Full,GroupType,dbo.BayesianProbability2,@GroupType
dbo.BayesianRelationships_Full,GroupType,dbo.ConditionalProbabilityTable,@GroupType
dbo.BayesianRelationships_Full,GroupType,dbo.CreateUpdateBayesianProbabilities,@GroupType
dbo.BayesianRelationships_Full,GroupType,dbo.sp_ConditionalProbabilityTable,@GroupType
dbo.BayesianRelationships_Full,Metric,dbo.AddEventToCaseProperties,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.CreateUpdateMarkovProcess,@metric
dbo.BayesianRelationships_Full,Metric,dbo.DefaultModelParameters,@metric
dbo.BayesianRelationships_Full,Metric,dbo.EntryAndExitPoints,@metric
dbo.BayesianRelationships_Full,Metric,dbo.InsertModel,@metric
dbo.BayesianRelationships_Full,Metric,dbo.MarkovProcess,@metric
dbo.BayesianRelationships_Full,Metric,dbo.MarkovProcess2,@metric
dbo.BayesianRelationships_Full,Metric,dbo.ModelEventKey,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.ModelEventsByProperty,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.ModelID,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.SelectedEvents,@metric
dbo.BayesianRelationships_Full,Metric,dbo.SequenceSegments,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.Sequences,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.sp_SelectedEvents,@metric
dbo.BayesianRelationships_Full,Metric,dbo.sp_SequenceSegments,@Metric
dbo.BayesianRelationships_Full,Metric,dbo.sp_Sequences,@Metric
dbo.BayesianRelationships_Full,MetricID,dbo.InsertModel,@MetricID
dbo.BayesianRelationships_Full,ModelID,dbo.CalculateBayesianForModels,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.CaseCharacteristics,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.CreateUpdateMarkovProcess,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.DeleteModel,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.DrillThroughToModelEvents,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.GetModelEventString,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.GetModelPropertyString,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.InsertModel,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.MarkovProcess2,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.Markov_Model_Confidence_Support,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.ModelDrillThrough,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.ModelEventAnomalies,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.ModelEventsByOrdinalMean,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.ModelMatrix,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.SeqProb,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.SequenceProbability,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.sp_CaseCharacteristics,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.sp_DrillThroughToModelEvents,@ModelID
dbo.BayesianRelationships_Full,ModelID,dbo.sp_ModelDrillThrough,@ModelID
dbo.CalculateBayesianForModels,CaseID,dbo.DeleteCase,@CaseID
dbo.CalculateBayesianForModels,CaseID,dbo.InsertCase,@CaseID
dbo.CalculateBayesianForModels,CaseID,dbo.InsertCaseProperties,@CaseID
dbo.CalculateBayesianForModels,CaseID,dbo.UpdateCaseFromEvents,@CaseID
dbo.CalculateBayesianForModels,EventSet,dbo.AdjacencyMatrix,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.BayesianProbability,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.BayesianProbability2,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.ConditionalProbabilityTable,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.CreateUpdateBayesianProbabilities,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.CreateUpdateMarkovProcess,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.EntryAndExitPoints,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.EventSegments,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.EventSetInclusion,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.EventSetKey,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.InsertModel,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.MarkovProcess,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.MarkovProcess2,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.ModelEventKey,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.ModelEventsByProperty,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.ModelID,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.ParseEventSet,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.SelectedEvents,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.SequenceSegments,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.Sequences,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.sp_AdjacencyMatrix,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.sp_ConditionalProbabilityTable,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.sp_SelectEventsbyProperties,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.sp_SelectedEvents,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.sp_SequenceSegments,@EventSet
dbo.CalculateBayesianForModels,EventSet,dbo.sp_Sequences,@EventSet
dbo.CaseCharacteristics,CaseID,dbo.DeleteCase,@CaseID
dbo.CaseCharacteristics,CaseID,dbo.InsertCase,@CaseID
dbo.CaseCharacteristics,CaseID,dbo.InsertCaseProperties,@CaseID
dbo.CaseCharacteristics,CaseID,dbo.UpdateCaseFromEvents,@CaseID
dbo.CaseCharacteristics,EventA,dbo.ModelDrillThrough,@EventA
dbo.CaseCharacteristics,EventA,dbo.SegmentComparison,@EventA
dbo.CaseCharacteristics,EventA,dbo.sp_ModelDrillThrough,@EventA
dbo.CaseCharacteristics,EventB,dbo.ModelDrillThrough,@EventB
dbo.CaseCharacteristics,EventB,dbo.SegmentComparison,@EventB
dbo.CaseCharacteristics,EventB,dbo.sp_ModelDrillThrough,@EventB
dbo.CaseCharacteristics,Metric,dbo.AddEventToCaseProperties,@Metric
dbo.CaseCharacteristics,Metric,dbo.CreateUpdateMarkovProcess,@metric
dbo.CaseCharacteristics,Metric,dbo.DefaultModelParameters,@metric
dbo.CaseCharacteristics,Metric,dbo.EntryAndExitPoints,@metric
dbo.CaseCharacteristics,Metric,dbo.InsertModel,@metric
dbo.CaseCharacteristics,Metric,dbo.MarkovProcess,@metric
dbo.CaseCharacteristics,Metric,dbo.MarkovProcess2,@metric
dbo.CaseCharacteristics,Metric,dbo.ModelEventKey,@Metric
dbo.CaseCharacteristics,Metric,dbo.ModelEventsByProperty,@Metric
dbo.CaseCharacteristics,Metric,dbo.ModelID,@Metric
dbo.CaseCharacteristics,Metric,dbo.SelectedEvents,@metric
dbo.CaseCharacteristics,Metric,dbo.SequenceSegments,@Metric
dbo.CaseCharacteristics,Metric,dbo.Sequences,@Metric
dbo.CaseCharacteristics,Metric,dbo.sp_SelectedEvents,@metric
dbo.CaseCharacteristics,Metric,dbo.sp_SequenceSegments,@Metric
dbo.CaseCharacteristics,Metric,dbo.sp_Sequences,@Metric
dbo.CaseCharacteristics,ModelID,dbo.CalculateBayesianForModels,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.CreateUpdateMarkovProcess,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.DeleteModel,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.DrillThroughToModelEvents,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.GetModelEventString,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.GetModelPropertyString,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.InsertModel,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.MarkovProcess2,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.Markov_Model_Confidence_Support,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.ModelDrillThrough,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.ModelEventAnomalies,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.ModelEventsByOrdinalMean,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.ModelMatrix,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.SeqProb,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.SequenceProbability,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.sp_CaseCharacteristics,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.sp_DrillThroughToModelEvents,@ModelID
dbo.CaseCharacteristics,ModelID,dbo.sp_ModelDrillThrough,@ModelID
dbo.CaseTypeListForEventSets,EventSetKey,dbo.InsertModel,@eventsetkey
dbo.CasesWithProperties,CaseID,dbo.DeleteCase,@CaseID
dbo.CasesWithProperties,CaseID,dbo.InsertCase,@CaseID
dbo.CasesWithProperties,CaseID,dbo.InsertCaseProperties,@CaseID
dbo.CasesWithProperties,CaseID,dbo.UpdateCaseFromEvents,@CaseID
dbo.CasesWithProperties,SourceID,dbo.InsertCase,@SourceID
dbo.CasesWithProperties,SourceID,dbo.InsertSource,@SourceID
dbo.CasesWithProperties,SourceID,dbo.InsertSourceColumn,@SourceID
dbo.ConditionalProbabilityTable,CaseID,dbo.DeleteCase,@CaseID
dbo.ConditionalProbabilityTable,CaseID,dbo.InsertCase,@CaseID
dbo.ConditionalProbabilityTable,CaseID,dbo.InsertCaseProperties,@CaseID
dbo.ConditionalProbabilityTable,CaseID,dbo.UpdateCaseFromEvents,@CaseID
dbo.ConditionalProbabilityTable,GroupType,dbo.BayesianProbability,@GroupType
dbo.ConditionalProbabilityTable,GroupType,dbo.BayesianProbability2,@GroupType
dbo.ConditionalProbabilityTable,GroupType,dbo.CreateUpdateBayesianProbabilities,@GroupType
dbo.ConditionalProbabilityTable,GroupType,dbo.sp_ConditionalProbabilityTable,@GroupType
dbo.CreateUpdateBayesianProbabilities,GroupType,dbo.BayesianProbability,@GroupType
dbo.CreateUpdateBayesianProbabilities,GroupType,dbo.BayesianProbability2,@GroupType
dbo.CreateUpdateBayesianProbabilities,GroupType,dbo.ConditionalProbabilityTable,@GroupType
dbo.CreateUpdateBayesianProbabilities,GroupType,dbo.sp_ConditionalProbabilityTable,@GroupType
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.CalculateBayesianForModels,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.CaseCharacteristics,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.CreateUpdateMarkovProcess,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.DeleteModel,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.DrillThroughToModelEvents,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.GetModelEventString,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.GetModelPropertyString,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.InsertModel,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.MarkovProcess2,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.Markov_Model_Confidence_Support,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.ModelDrillThrough,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.ModelEventAnomalies,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.ModelEventsByOrdinalMean,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.ModelMatrix,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.SeqProb,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.SequenceProbability,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.sp_CaseCharacteristics,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.sp_DrillThroughToModelEvents,@ModelID
dbo.CreateUpdateBayesianProbabilities,ModelID,dbo.sp_ModelDrillThrough,@ModelID
dbo.CreateUpdateMarkovProcess,DistinctCases,dbo.MarkovProcess2,@DistinctCases
dbo.CreateUpdateMarkovProcess,EventA,dbo.ModelDrillThrough,@EventA
dbo.CreateUpdateMarkovProcess,EventA,dbo.SegmentComparison,@EventA
dbo.CreateUpdateMarkovProcess,EventA,dbo.sp_ModelDrillThrough,@EventA
dbo.CreateUpdateMarkovProcess,EventB,dbo.ModelDrillThrough,@EventB
dbo.CreateUpdateMarkovProcess,EventB,dbo.SegmentComparison,@EventB
dbo.CreateUpdateMarkovProcess,EventB,dbo.sp_ModelDrillThrough,@EventB
dbo.CreateUpdateMarkovProcess,ModelID,dbo.CalculateBayesianForModels,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.CaseCharacteristics,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.DeleteModel,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.DrillThroughToModelEvents,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.GetModelEventString,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.GetModelPropertyString,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.InsertModel,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.MarkovProcess2,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.Markov_Model_Confidence_Support,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.ModelDrillThrough,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.ModelEventAnomalies,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.ModelEventsByOrdinalMean,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.ModelMatrix,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.SeqProb,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.SequenceProbability,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.sp_CaseCharacteristics,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.sp_DrillThroughToModelEvents,@ModelID
dbo.CreateUpdateMarkovProcess,ModelID,dbo.sp_ModelDrillThrough,@ModelID
dbo.DefaultModelParameters,@EndDateTime,dbo.BayesianProbability,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.BayesianProbability2,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.ConditionalProbabilityTable,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.CreateUpdateBayesianProbabilities,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.CreateUpdateMarkovProcess,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.EntryAndExitPoints,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.InsertCase,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.InsertModel,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.MarkovProcess,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.MarkovProcess2,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.ModelEventKey,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.ModelEventsByProperty,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.ModelID,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.SelectedEvents,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.SequenceSegments,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.Sequences,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.sp_CompareEventProximities,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.sp_ConditionalProbabilityTable,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.sp_SelectEventsbyProperties,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.sp_SelectedEvents,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.sp_SequenceSegments,@EndDateTime
dbo.DefaultModelParameters,@EndDateTime,dbo.sp_Sequences,@EndDateTime
dbo.DefaultModelParameters,@Order,dbo.InsertModel,@order
dbo.DefaultModelParameters,@Order,dbo.MarkovProcess,@Order
dbo.DefaultModelParameters,@Order,dbo.MarkovProcess2,@Order
dbo.DefaultModelParameters,@StartDateTime,dbo.BayesianProbability,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.BayesianProbability2,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.ConditionalProbabilityTable,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.CreateUpdateBayesianProbabilities,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.CreateUpdateMarkovProcess,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.EntryAndExitPoints,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.InsertCase,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.InsertModel,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.MarkovProcess,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.MarkovProcess2,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.ModelEventKey,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.ModelEventsByProperty,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.ModelID,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.SelectedEvents,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.SequenceSegments,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.Sequences,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.sp_CompareEventProximities,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.sp_ConditionalProbabilityTable,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.sp_SelectEventsbyProperties,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.sp_SelectedEvents,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.sp_SequenceSegments,@StartDateTime
dbo.DefaultModelParameters,@StartDateTime,dbo.sp_Sequences,@StartDateTime
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.AdjacencyMatrix,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.CreateUpdateMarkovProcess,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.EntryAndExitPoints,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.InsertModel,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.MarkovProcess,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.MarkovProcess2,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.ModelEventKey,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.ModelEventsByProperty,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.ModelID,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.SelectedEvents,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.SequenceSegments,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.Sequences,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.sp_AdjacencyMatrix,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.sp_SelectedEvents,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.sp_SequenceSegments,@enumerate_multiple_events
dbo.DefaultModelParameters,@enumerate_multiple_events,dbo.sp_Sequences,@enumerate_multiple_events
dbo.DefaultModelParameters,@metric,dbo.AddEventToCaseProperties,@Metric
dbo.DefaultModelParameters,@metric,dbo.CreateUpdateMarkovProcess,@metric
dbo.DefaultModelParameters,@metric,dbo.EntryAndExitPoints,@metric
dbo.DefaultModelParameters,@metric,dbo.InsertModel,@metric
dbo.DefaultModelParameters,@metric,dbo.MarkovProcess,@metric
dbo.DefaultModelParameters,@metric,dbo.MarkovProcess2,@metric
dbo.DefaultModelParameters,@metric,dbo.ModelEventKey,@Metric
dbo.DefaultModelParameters,@metric,dbo.ModelEventsByProperty,@Metric
dbo.DefaultModelParameters,@metric,dbo.ModelID,@Metric
dbo.DefaultModelParameters,@metric,dbo.SelectedEvents,@metric
dbo.DefaultModelParameters,@metric,dbo.SequenceSegments,@Metric
dbo.DefaultModelParameters,@metric,dbo.Sequences,@Metric
dbo.DefaultModelParameters,@metric,dbo.sp_SelectedEvents,@metric
dbo.DefaultModelParameters,@metric,dbo.sp_SequenceSegments,@Metric
